               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.034218,            0.028063,          0.00029121,             0.89497,             0.84552,             0.87506,             0.59631,            0.026243,             0.02911,          9.4601e-05,            0.008416,            0.008416,            0.008416
                  18,             0.03396,            0.027376,          0.00025811,             0.88479,             0.86213,             0.87267,             0.59293,             0.02625,            0.029482,          8.8345e-05,            0.008317,            0.008317,            0.008317
                  19,            0.033595,            0.027279,          0.00027679,             0.87885,             0.85361,             0.86599,             0.58939,             0.02618,            0.029354,          7.7925e-05,            0.008218,            0.008218,            0.008218
                  20,            0.033423,            0.027394,           0.0002464,             0.89833,             0.84968,             0.87393,             0.60079,            0.025958,            0.029687,          9.1012e-05,            0.008119,            0.008119,            0.008119
                  21,            0.033124,            0.026997,          0.00024281,             0.89267,             0.84915,             0.87321,             0.60305,            0.025762,            0.029468,          9.8215e-05,             0.00802,             0.00802,             0.00802
                  22,            0.033094,            0.026961,          0.00026546,             0.88566,             0.86091,             0.87222,             0.60366,            0.026033,            0.029159,          7.6847e-05,            0.007921,            0.007921,            0.007921
                  23,            0.033217,            0.026966,          0.00026834,             0.88079,             0.86293,             0.87192,             0.59794,            0.025601,            0.029701,          8.3529e-05,            0.007822,            0.007822,            0.007822
                  24,            0.033118,            0.027153,          0.00021952,             0.89096,              0.8572,             0.87566,              0.6106,            0.025468,            0.029289,          0.00011695,            0.007723,            0.007723,            0.007723
                  25,            0.032348,            0.026784,          0.00019214,             0.89261,             0.85621,             0.87184,             0.60144,             0.02575,            0.029374,          0.00010276,            0.007624,            0.007624,            0.007624
                  26,            0.032406,            0.026467,          0.00018929,             0.89383,             0.85336,             0.87423,             0.61024,            0.025383,            0.029257,          8.1129e-05,            0.007525,            0.007525,            0.007525
                  27,            0.032259,            0.026072,          0.00021375,             0.88732,             0.85174,              0.8761,             0.61214,            0.025245,            0.029123,          0.00030655,            0.007426,            0.007426,            0.007426
                  28,            0.032163,            0.025777,          0.00019557,             0.89495,             0.85192,             0.87694,             0.60881,            0.025543,            0.029177,          8.6912e-05,            0.007327,            0.007327,            0.007327
                  29,            0.031981,            0.026217,          0.00017289,             0.88819,              0.8572,             0.87348,             0.61075,            0.025181,            0.028951,          6.5186e-05,            0.007228,            0.007228,            0.007228
                  30,            0.031979,            0.025748,          0.00017481,             0.88841,             0.85465,             0.87338,             0.61212,            0.025201,            0.028907,          8.2029e-05,            0.007129,            0.007129,            0.007129
                  31,            0.031849,            0.025736,          0.00018041,             0.88203,             0.86109,             0.87418,             0.60547,            0.025323,            0.029089,          6.3945e-05,             0.00703,             0.00703,             0.00703
                  32,            0.031555,            0.025969,          0.00016605,             0.88275,             0.85478,             0.87235,              0.6127,            0.025176,            0.029252,          5.9915e-05,            0.006931,            0.006931,            0.006931
                  33,            0.031501,            0.025878,          0.00018071,             0.88859,             0.85724,             0.87092,             0.60214,            0.025298,            0.029408,          0.00011009,            0.006832,            0.006832,            0.006832
                  34,            0.031932,            0.026291,           0.0001568,             0.88941,              0.8572,             0.87024,             0.61268,            0.024993,            0.029186,          8.3592e-05,            0.006733,            0.006733,            0.006733
                  35,            0.031376,            0.025817,          0.00017731,             0.88775,             0.85202,             0.87113,             0.60854,            0.025008,            0.029866,          6.4105e-05,            0.006634,            0.006634,            0.006634
                  36,            0.031309,            0.025629,          0.00015224,             0.88831,             0.85768,             0.87275,             0.61243,            0.024706,            0.029084,          6.0429e-05,            0.006535,            0.006535,            0.006535
                  37,            0.031358,            0.026008,          0.00019078,             0.88877,             0.85549,             0.87119,             0.61519,            0.024705,            0.029337,          6.9034e-05,            0.006436,            0.006436,            0.006436
                  38,            0.031034,            0.025591,          0.00017204,             0.88618,             0.86831,             0.87758,             0.61807,            0.024936,            0.029132,           5.075e-05,            0.006337,            0.006337,            0.006337
                  39,            0.030957,            0.025168,          0.00014349,             0.89091,             0.86119,               0.875,             0.61046,            0.024917,            0.029574,          6.1107e-05,            0.006238,            0.006238,            0.006238
                  40,            0.030885,            0.025496,          0.00012713,             0.88764,             0.86181,             0.87867,             0.61616,            0.024695,             0.02904,          5.4848e-05,            0.006139,            0.006139,            0.006139
                  41,            0.030708,            0.025572,          0.00013671,             0.88784,             0.86371,             0.87386,              0.6157,            0.024691,            0.029099,          5.5292e-05,             0.00604,             0.00604,             0.00604
                  42,            0.030571,            0.024875,          0.00011864,             0.88535,             0.84674,             0.86805,             0.61225,            0.024741,            0.029583,          6.9659e-05,            0.005941,            0.005941,            0.005941
                  43,            0.030593,            0.025335,          0.00014684,             0.88596,             0.85911,             0.87316,             0.61483,            0.024607,            0.029231,          5.6312e-05,            0.005842,            0.005842,            0.005842
                  44,            0.030598,            0.025261,          0.00014166,             0.88465,              0.8549,             0.87211,             0.61826,            0.024535,            0.029421,           6.069e-05,            0.005743,            0.005743,            0.005743
                  45,            0.030768,            0.025476,          0.00013844,             0.88223,              0.8505,             0.86727,             0.61341,            0.024734,            0.029664,          4.3715e-05,            0.005644,            0.005644,            0.005644
                  46,            0.030272,            0.024763,          0.00011012,             0.88307,             0.85728,             0.87397,             0.62025,            0.024532,             0.02944,          4.0348e-05,            0.005545,            0.005545,            0.005545
                  47,              0.0301,             0.02481,          0.00012754,             0.88699,             0.85961,             0.87358,             0.61466,            0.024552,            0.029148,          8.4127e-05,            0.005446,            0.005446,            0.005446
                  48,            0.030233,            0.024898,          0.00013795,             0.89086,             0.86148,              0.8767,             0.62041,            0.024509,            0.029192,          4.3559e-05,            0.005347,            0.005347,            0.005347
                  49,            0.030031,            0.025134,           0.0001061,             0.88867,              0.8606,             0.87626,             0.61826,            0.024605,            0.029254,          5.0312e-05,            0.005248,            0.005248,            0.005248
                  50,            0.029818,            0.024389,           0.0001413,             0.88226,             0.85976,             0.87334,             0.61772,            0.024556,            0.029231,           5.643e-05,            0.005149,            0.005149,            0.005149
                  51,            0.029582,            0.024468,          0.00010837,             0.88714,             0.85756,             0.87356,              0.6207,             0.02457,            0.029546,          6.4137e-05,             0.00505,             0.00505,             0.00505
                  52,             0.03002,            0.024516,          0.00013033,              0.8887,             0.85721,             0.87619,             0.62284,            0.024412,            0.029671,          0.00011845,            0.004951,            0.004951,            0.004951
                  53,            0.029459,            0.024393,          0.00010529,             0.89047,             0.85926,             0.87887,               0.625,            0.024244,             0.02948,          7.1152e-05,            0.004852,            0.004852,            0.004852
                  54,            0.029286,             0.02406,          0.00010101,              0.8908,              0.8571,             0.87767,             0.62678,            0.024171,            0.029521,          8.1797e-05,            0.004753,            0.004753,            0.004753
                  55,            0.029507,            0.024449,          9.8712e-05,             0.89247,             0.85731,             0.87703,             0.62982,            0.024084,            0.029406,          9.4387e-05,            0.004654,            0.004654,            0.004654
                  56,            0.029345,            0.024046,           0.0001141,              0.8886,             0.85746,             0.87254,             0.62537,            0.024142,            0.029443,          7.0501e-05,            0.004555,            0.004555,            0.004555
                  57,             0.02934,            0.024167,          0.00010541,             0.89153,             0.85738,             0.87286,             0.62484,            0.024233,            0.029536,           4.372e-05,            0.004456,            0.004456,            0.004456
                  58,            0.029122,             0.02396,          0.00012352,             0.88946,             0.86174,             0.87644,             0.62782,            0.024066,             0.02928,          6.5692e-05,            0.004357,            0.004357,            0.004357
                  59,            0.029079,            0.024112,          9.5363e-05,             0.88345,             0.86017,             0.87487,             0.62796,            0.024121,             0.02933,          0.00011305,            0.004258,            0.004258,            0.004258
                  60,            0.028986,            0.023586,          0.00011731,              0.8814,             0.86429,             0.87536,             0.62611,            0.024104,            0.029241,          0.00010627,            0.004159,            0.004159,            0.004159
                  61,            0.028629,            0.023879,          0.00010055,             0.88534,             0.86555,             0.87615,             0.62937,            0.024062,            0.029322,          5.7207e-05,             0.00406,             0.00406,             0.00406
                  62,            0.028722,            0.023873,          9.0101e-05,             0.89213,             0.86299,             0.87777,             0.63165,            0.024078,            0.029221,          5.6138e-05,            0.003961,            0.003961,            0.003961
                  63,             0.02883,            0.023587,          7.9849e-05,             0.88825,              0.8636,             0.87737,             0.63116,            0.024076,            0.029289,          4.5868e-05,            0.003862,            0.003862,            0.003862
                  64,            0.028396,            0.023154,          9.0421e-05,             0.88742,             0.86184,             0.87619,             0.63038,            0.024039,              0.0294,          5.3986e-05,            0.003763,            0.003763,            0.003763
                  65,            0.028456,            0.023268,          8.1721e-05,             0.88791,             0.86083,             0.87528,             0.63013,               0.024,            0.029468,          7.8722e-05,            0.003664,            0.003664,            0.003664
                  66,            0.028429,             0.02349,          8.5153e-05,             0.88766,             0.86238,             0.87602,             0.62861,            0.023996,            0.029492,          8.4983e-05,            0.003565,            0.003565,            0.003565
                  67,            0.028429,            0.023239,          8.2336e-05,             0.88555,             0.86188,             0.87405,             0.62693,            0.024057,            0.029523,          8.9623e-05,            0.003466,            0.003466,            0.003466
                  68,            0.027939,            0.023069,          0.00010459,             0.88524,             0.86131,             0.87355,             0.62657,            0.024059,            0.029574,          0.00010565,            0.003367,            0.003367,            0.003367
                  69,            0.028215,            0.023068,          8.2335e-05,             0.88378,             0.86299,             0.87436,             0.62844,            0.024059,            0.029531,          0.00012001,            0.003268,            0.003268,            0.003268
                  70,            0.027935,            0.022555,          8.1704e-05,             0.88304,             0.86155,             0.87265,             0.62829,            0.024069,            0.029587,          0.00011347,            0.003169,            0.003169,            0.003169
                  71,            0.027975,            0.022895,          8.6885e-05,              0.8845,             0.86141,              0.8733,             0.63014,            0.024038,            0.029616,          0.00011029,             0.00307,             0.00307,             0.00307
                  72,            0.028031,            0.023066,          6.3185e-05,             0.88256,             0.86124,               0.873,             0.63036,             0.02404,            0.029618,          0.00010986,            0.002971,            0.002971,            0.002971
                  73,             0.02754,            0.022939,          6.9741e-05,             0.88121,             0.86148,             0.87283,             0.63081,            0.024057,            0.029641,          0.00010832,            0.002872,            0.002872,            0.002872
                  74,            0.027717,            0.022553,          5.7555e-05,              0.8803,             0.86133,             0.87295,             0.63018,            0.024047,            0.029685,           0.0001271,            0.002773,            0.002773,            0.002773
                  75,            0.027312,            0.022401,          6.7055e-05,             0.87901,             0.86252,             0.87361,             0.63066,            0.024051,            0.029707,          0.00012587,            0.002674,            0.002674,            0.002674
                  76,            0.027702,            0.023075,          7.7309e-05,             0.88007,             0.86303,             0.87362,             0.63073,            0.024037,            0.029763,          0.00010423,            0.002575,            0.002575,            0.002575
                  77,            0.027454,            0.022855,          5.6212e-05,             0.88198,             0.86213,             0.87362,             0.63065,             0.02404,            0.029837,          9.6347e-05,            0.002476,            0.002476,            0.002476
                  78,            0.027255,            0.022309,          5.1608e-05,             0.88204,             0.86216,             0.87336,             0.63122,            0.024035,             0.02989,          9.5144e-05,            0.002377,            0.002377,            0.002377
                  79,            0.027365,            0.022314,          5.3582e-05,             0.88125,             0.86183,             0.87345,               0.631,            0.024035,            0.029955,          9.9006e-05,            0.002278,            0.002278,            0.002278
                  80,            0.027391,            0.022653,          5.1753e-05,              0.8817,             0.86159,             0.87324,             0.63147,            0.024023,            0.030011,          0.00010044,            0.002179,            0.002179,            0.002179
                  81,             0.02755,            0.022611,          5.5471e-05,             0.88067,             0.86142,              0.8725,             0.63194,            0.024016,            0.030068,          0.00010316,             0.00208,             0.00208,             0.00208
                  82,            0.027015,            0.021875,          6.5339e-05,             0.88084,             0.86123,             0.87279,             0.63183,            0.024002,            0.030109,          0.00011757,            0.001981,            0.001981,            0.001981
                  83,            0.026649,            0.021912,          5.3013e-05,             0.88072,             0.86076,              0.8728,             0.63211,            0.023992,            0.030147,          0.00012997,            0.001882,            0.001882,            0.001882
                  84,            0.026649,            0.021842,          8.0778e-05,              0.8812,             0.85979,             0.87279,             0.63242,            0.023985,            0.030198,          0.00013959,            0.001783,            0.001783,            0.001783
                  85,            0.026914,             0.02226,          4.6377e-05,             0.88187,              0.8582,             0.87243,              0.6327,            0.023986,            0.030257,          0.00014327,            0.001684,            0.001684,            0.001684
                  86,            0.026514,            0.021561,          4.1262e-05,              0.8801,             0.85782,             0.87191,              0.6327,            0.023989,            0.030335,          0.00014542,            0.001585,            0.001585,            0.001585
                  87,            0.026497,            0.022289,          4.8028e-05,             0.87996,             0.85717,             0.87137,             0.63293,            0.023993,            0.030407,          0.00015013,            0.001486,            0.001486,            0.001486
                  88,            0.026235,            0.021798,          5.4097e-05,             0.87963,             0.85673,             0.87102,             0.63242,            0.023992,            0.030469,          0.00015791,            0.001387,            0.001387,            0.001387
                  89,            0.026005,            0.021354,          4.7167e-05,             0.88044,             0.85636,             0.87096,             0.63275,            0.023993,            0.030509,          0.00016309,            0.001288,            0.001288,            0.001288
                  90,            0.026462,            0.021955,          4.1052e-05,             0.88061,             0.85577,             0.87061,             0.63289,            0.023993,            0.030543,          0.00016531,            0.001189,            0.001189,            0.001189
                  91,            0.025925,            0.021096,          2.9416e-05,              0.8791,             0.85636,             0.87049,             0.63332,            0.023994,            0.030595,          0.00016643,             0.00109,             0.00109,             0.00109
                  92,            0.026296,            0.021561,          3.2835e-05,             0.87953,             0.85559,             0.87058,             0.63334,            0.023995,            0.030639,          0.00016819,            0.000991,            0.000991,            0.000991
                  93,            0.025732,            0.021273,          3.7895e-05,             0.87998,             0.85541,             0.87069,             0.63347,            0.023999,            0.030659,          0.00017027,            0.000892,            0.000892,            0.000892
                  94,            0.025164,            0.020917,          3.8462e-05,             0.87981,              0.8557,              0.8706,             0.63364,            0.024001,             0.03069,          0.00016904,            0.000793,            0.000793,            0.000793
                  95,             0.02599,            0.021302,          3.5271e-05,             0.87931,             0.85579,              0.8704,             0.63382,            0.023997,            0.030723,          0.00016482,            0.000694,            0.000694,            0.000694
                  96,            0.025554,            0.020943,          3.1185e-05,             0.87946,             0.85569,             0.87016,             0.63374,            0.023998,            0.030756,          0.00016268,            0.000595,            0.000595,            0.000595
                  97,            0.025524,            0.021034,          3.6832e-05,             0.88017,             0.85528,             0.87024,             0.63375,               0.024,             0.03079,          0.00016257,            0.000496,            0.000496,            0.000496
                  98,            0.025407,             0.02091,          3.1976e-05,             0.87995,             0.85555,             0.87013,             0.63399,            0.023999,            0.030818,          0.00015878,            0.000397,            0.000397,            0.000397
                  99,             0.02552,             0.02098,          3.6563e-05,             0.88053,             0.85479,             0.86974,             0.63386,            0.024001,            0.030846,          0.00015469,            0.000298,            0.000298,            0.000298
