               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  13,            0.022729,            0.012964,           0.0061325,             0.75957,              0.7791,             0.82785,             0.62212,            0.014148,            0.009753,            0.018481,            0.008515,            0.008515,            0.008515
                  14,            0.022959,             0.01267,           0.0057887,             0.74857,             0.59719,               0.578,             0.40412,             0.01642,              0.0169,            0.032196,           0.0083913,           0.0083913,           0.0083913
                  15,            0.021795,            0.012776,           0.0063816,             0.86732,             0.90997,             0.90543,              0.6799,            0.012392,           0.0095313,           0.0069646,           0.0082675,           0.0082675,           0.0082675
                  16,            0.021306,            0.012557,           0.0057984,             0.78744,             0.84608,             0.87403,             0.67663,            0.012432,           0.0090374,            0.010124,           0.0081437,           0.0081437,           0.0081437
                  17,            0.021141,            0.012719,           0.0054375,             0.78609,             0.73473,             0.79374,             0.62492,            0.012821,             0.01183,            0.016278,             0.00802,             0.00802,             0.00802
                  18,              0.0212,            0.012753,           0.0053557,             0.87108,              0.8614,             0.88571,              0.6707,            0.013023,           0.0093022,            0.014016,           0.0078963,           0.0078963,           0.0078963
                  19,            0.020484,            0.012462,            0.005671,             0.85359,             0.90445,             0.90405,             0.68716,            0.013048,           0.0081378,           0.0078469,           0.0077725,           0.0077725,           0.0077725
                  20,            0.020442,            0.012645,           0.0060556,             0.82941,             0.83499,             0.86546,              0.6405,            0.012399,            0.010619,            0.017355,           0.0076488,           0.0076488,           0.0076488
                  21,            0.020385,            0.012479,           0.0057435,             0.79036,              0.8414,             0.87036,             0.64299,            0.012946,            0.011147,            0.015239,            0.007525,            0.007525,            0.007525
                  22,            0.020367,            0.012424,           0.0052664,             0.81561,             0.83074,             0.89048,             0.68149,            0.012097,           0.0096563,            0.015554,           0.0074013,           0.0074013,           0.0074013
                  23,            0.020512,            0.012299,           0.0052393,             0.82924,              0.7103,             0.74326,             0.54533,            0.014669,            0.020033,            0.020135,           0.0072775,           0.0072775,           0.0072775
                  24,            0.019735,            0.012156,           0.0055061,             0.86054,              0.8365,             0.89207,             0.68169,            0.012236,             0.01062,            0.015152,           0.0071538,           0.0071538,           0.0071538
                  25,            0.019238,            0.012442,           0.0058482,             0.73536,             0.76324,             0.78437,             0.62708,            0.010844,           0.0090257,            0.032888,             0.00703,             0.00703,             0.00703
                  26,            0.019425,            0.012552,           0.0049591,             0.82688,             0.83637,              0.8905,             0.70166,            0.011866,           0.0092707,              0.0134,           0.0069063,           0.0069063,           0.0069063
                  27,            0.018255,            0.012081,           0.0045052,             0.82878,             0.80464,             0.86813,             0.66686,            0.012216,            0.012736,             0.01443,           0.0067825,           0.0067825,           0.0067825
                  28,            0.019332,            0.011881,           0.0047249,             0.88952,             0.86001,              0.9095,             0.70787,             0.01192,            0.011376,           0.0070651,           0.0066587,           0.0066587,           0.0066587
                  29,            0.019087,            0.012121,           0.0049256,             0.74345,              0.7848,             0.77855,             0.60215,            0.012282,            0.014352,            0.022233,            0.006535,            0.006535,            0.006535
                  30,            0.019472,            0.011696,           0.0046909,              0.8512,             0.85074,             0.89344,              0.7035,            0.011158,            0.010047,            0.011905,           0.0064112,           0.0064112,           0.0064112
                  31,              0.0195,            0.012512,           0.0051203,             0.89852,             0.92605,             0.94182,             0.75466,            0.011174,           0.0078254,           0.0051418,           0.0062875,           0.0062875,           0.0062875
                  32,            0.018308,             0.01175,           0.0039904,             0.78633,             0.90825,             0.89966,             0.72633,            0.010407,           0.0085985,           0.0095097,           0.0061637,           0.0061637,           0.0061637
                  33,            0.018641,            0.012131,           0.0046101,             0.81706,             0.87345,             0.89437,             0.72469,            0.010636,           0.0088146,            0.012317,             0.00604,             0.00604,             0.00604
                  34,            0.017741,            0.011614,           0.0046627,             0.83051,             0.84734,             0.91019,              0.7491,            0.010475,           0.0082137,            0.015453,           0.0059163,           0.0059163,           0.0059163
                  35,            0.016909,            0.011656,           0.0044443,             0.86186,             0.75432,             0.81611,             0.60426,             0.01421,            0.014018,            0.015238,           0.0057925,           0.0057925,           0.0057925
                  36,            0.018015,            0.011523,           0.0047192,             0.91334,             0.89385,             0.93479,             0.73057,            0.011929,           0.0086363,           0.0076295,           0.0056688,           0.0056688,           0.0056688
                  37,            0.017828,            0.011499,            0.005034,             0.88887,             0.88266,              0.9059,             0.71477,              0.0104,            0.008979,            0.010835,            0.005545,            0.005545,            0.005545
                  38,            0.017839,            0.011552,           0.0047959,             0.91615,               0.859,             0.91421,             0.75435,           0.0097922,           0.0086098,            0.010982,           0.0054212,           0.0054212,           0.0054212
                  39,            0.016403,            0.011386,           0.0039551,             0.86517,             0.77687,             0.87375,              0.7111,            0.010068,           0.0081818,            0.016575,           0.0052975,           0.0052975,           0.0052975
                  40,            0.016201,            0.011432,           0.0045961,             0.85409,             0.87798,             0.90232,             0.73934,           0.0098831,           0.0081373,           0.0097466,           0.0051737,           0.0051737,           0.0051737
                  41,            0.016726,            0.011211,           0.0032216,             0.85013,             0.89204,             0.89963,             0.73599,            0.010013,           0.0080161,            0.010898,             0.00505,             0.00505,             0.00505
                  42,            0.016375,            0.011307,           0.0037923,              0.8246,             0.83691,             0.88546,             0.71949,            0.010734,           0.0092626,            0.013308,           0.0049263,           0.0049263,           0.0049263
                  43,            0.016468,            0.010749,            0.003126,             0.84757,             0.88006,             0.91107,             0.72325,            0.011574,            0.010498,            0.011175,           0.0048025,           0.0048025,           0.0048025
                  44,            0.016386,            0.011178,            0.003846,             0.82842,             0.90711,             0.89585,             0.70963,            0.011158,           0.0094603,            0.011716,           0.0046788,           0.0046788,           0.0046788
                  45,            0.015452,            0.011056,           0.0032912,             0.83793,             0.87399,             0.91116,             0.74792,           0.0097539,           0.0095266,            0.013664,            0.004555,            0.004555,            0.004555
                  46,            0.015532,            0.010966,           0.0034583,             0.88772,             0.89793,             0.92542,             0.75891,           0.0097978,           0.0086542,           0.0075826,           0.0044313,           0.0044313,           0.0044313
                  47,            0.014855,            0.010847,           0.0033042,             0.88637,             0.91885,             0.93681,             0.74413,            0.010352,            0.010129,           0.0044626,           0.0043075,           0.0043075,           0.0043075
                  48,            0.014944,            0.010863,           0.0029612,             0.73622,             0.79696,             0.85645,              0.6993,            0.010525,           0.0099133,             0.01587,           0.0041837,           0.0041837,           0.0041837
                  49,            0.014887,            0.011012,           0.0036719,             0.86165,              0.9343,             0.92433,             0.77221,           0.0095847,           0.0084844,           0.0056846,             0.00406,             0.00406,             0.00406
                  50,            0.014751,            0.011147,            0.003403,             0.85923,              0.8879,             0.90877,             0.73446,           0.0097611,            0.010177,            0.010286,           0.0039362,           0.0039362,           0.0039362
                  51,            0.015073,            0.010776,            0.003317,             0.83576,             0.84468,             0.88327,             0.69765,            0.010475,            0.010607,            0.012954,           0.0038125,           0.0038125,           0.0038125
                  52,            0.014543,            0.010563,           0.0029001,             0.83498,             0.86917,             0.91145,             0.75052,           0.0095026,             0.00803,            0.011436,           0.0036888,           0.0036888,           0.0036888
                  53,            0.014576,            0.010813,           0.0028523,             0.90419,             0.87899,             0.92529,              0.7775,           0.0092395,            0.007388,           0.0098904,            0.003565,            0.003565,            0.003565
                  54,             0.01418,            0.010658,           0.0027251,             0.84943,             0.79911,             0.85641,             0.66949,            0.010894,            0.015115,            0.012883,           0.0034413,           0.0034413,           0.0034413
                  55,            0.014039,            0.010083,           0.0028117,             0.90332,             0.88405,             0.93316,             0.77023,           0.0096914,           0.0088679,           0.0066793,           0.0033175,           0.0033175,           0.0033175
                  56,            0.014173,            0.010535,            0.002772,             0.89509,             0.93143,             0.94539,              0.7804,           0.0097248,           0.0082918,           0.0059794,           0.0031938,           0.0031938,           0.0031938
                  57,            0.014073,            0.010405,           0.0024792,              0.9239,             0.89938,             0.94041,             0.78186,           0.0093742,           0.0081823,           0.0070426,             0.00307,             0.00307,             0.00307
                  58,            0.013942,            0.010119,            0.002456,             0.89578,             0.91924,             0.94482,             0.78171,           0.0093534,           0.0081523,           0.0074765,           0.0029462,           0.0029462,           0.0029462
                  59,            0.013576,            0.010241,           0.0023521,             0.92021,              0.8892,             0.94136,             0.77882,           0.0094523,           0.0082983,           0.0074938,           0.0028225,           0.0028225,           0.0028225
                  60,            0.013666,              0.0104,           0.0022237,             0.89954,             0.90702,             0.93687,             0.77791,           0.0093228,            0.008638,           0.0072203,           0.0026987,           0.0026987,           0.0026987
                  61,            0.012916,            0.010301,           0.0018477,             0.90487,             0.89262,             0.93825,             0.77647,           0.0090985,           0.0082733,           0.0051214,            0.002575,            0.002575,            0.002575
                  62,            0.012897,            0.010384,            0.002349,             0.90314,             0.94573,             0.94432,             0.79058,           0.0092738,           0.0081286,           0.0024816,           0.0024513,           0.0024513,           0.0024513
                  63,            0.012966,            0.010126,            0.002033,             0.87648,             0.95585,             0.94287,             0.79645,            0.008979,           0.0079816,           0.0049101,           0.0023275,           0.0023275,           0.0023275
                  64,            0.013178,           0.0098794,           0.0021978,             0.89135,             0.92614,             0.93559,             0.76244,            0.009934,            0.010034,           0.0037355,           0.0022038,           0.0022038,           0.0022038
                  65,             0.01326,            0.010071,           0.0023851,             0.88807,             0.94606,             0.93784,             0.78937,           0.0092695,            0.008044,           0.0048551,             0.00208,             0.00208,             0.00208
                  66,            0.012407,            0.010092,           0.0022383,             0.90523,             0.92982,             0.93767,             0.78543,           0.0092798,           0.0083292,           0.0045185,           0.0019563,           0.0019563,           0.0019563
                  67,            0.012436,           0.0096785,            0.001928,             0.91235,             0.93408,             0.93839,             0.78231,           0.0093347,           0.0082581,           0.0031942,           0.0018325,           0.0018325,           0.0018325
                  68,            0.012047,            0.010009,           0.0016593,             0.90511,             0.94265,             0.94684,             0.79568,           0.0092351,           0.0078739,           0.0030793,           0.0017087,           0.0017087,           0.0017087
                  69,            0.012215,           0.0096628,             0.00204,             0.89859,             0.94733,             0.95221,             0.78752,           0.0093586,           0.0084406,           0.0032286,            0.001585,            0.001585,            0.001585
                  70,            0.011681,           0.0097581,           0.0021136,             0.91228,             0.94844,             0.95802,             0.81008,           0.0090893,           0.0080912,            0.002993,           0.0014612,           0.0014612,           0.0014612
                  71,             0.01192,           0.0097762,           0.0022925,             0.87099,             0.95324,             0.95927,             0.81109,            0.008903,            0.007938,           0.0044394,           0.0013375,           0.0013375,           0.0013375
                  72,            0.011879,            0.009567,           0.0017114,              0.9246,             0.93244,             0.95964,             0.81299,           0.0088861,           0.0079748,           0.0036468,           0.0012138,           0.0012138,           0.0012138
                  73,            0.011303,           0.0094263,           0.0017281,              0.9009,              0.9396,             0.95686,              0.8165,           0.0087673,           0.0078392,           0.0040811,             0.00109,             0.00109,             0.00109
                  74,            0.011238,           0.0096363,           0.0018243,             0.90113,             0.94507,             0.94814,             0.80371,           0.0089649,           0.0079825,           0.0045579,          0.00096625,          0.00096625,          0.00096625
                  75,            0.011071,           0.0096613,            0.001485,             0.91046,              0.9437,             0.95043,             0.80272,           0.0088894,           0.0080531,           0.0036342,           0.0008425,           0.0008425,           0.0008425
                  76,            0.011084,           0.0096401,           0.0016523,             0.90507,              0.9425,             0.95329,             0.80972,           0.0088493,           0.0077673,           0.0042254,          0.00071875,          0.00071875,          0.00071875
                  77,            0.011161,           0.0092263,           0.0020049,             0.89475,             0.93054,             0.94779,             0.80544,           0.0088176,           0.0078995,           0.0041444,            0.000595,            0.000595,            0.000595
                  78,            0.010971,           0.0094138,           0.0017109,             0.90852,             0.93556,             0.95107,             0.81033,           0.0087464,           0.0078526,           0.0040685,          0.00047125,          0.00047125,          0.00047125
                  79,            0.010666,           0.0093968,           0.0015928,             0.91565,             0.93711,             0.95304,              0.8094,           0.0087813,           0.0079174,           0.0041768,           0.0003475,           0.0003475,           0.0003475
