               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.029718,             0.02367,          0.00014698,             0.88958,             0.84378,             0.86087,              0.6042,            0.025087,            0.030389,          0.00012513,            0.007327,            0.007327,            0.007327
                  29,            0.029655,            0.024142,          0.00014485,             0.89059,             0.85467,             0.86887,             0.60855,            0.025042,            0.029547,          0.00020109,            0.007228,            0.007228,            0.007228
                  30,            0.029477,            0.023579,           0.0001309,             0.88615,             0.85433,             0.86631,             0.61154,            0.025084,            0.029723,          9.0014e-05,            0.007129,            0.007129,            0.007129
                  31,             0.02945,            0.023638,          0.00012223,             0.89394,             0.85166,             0.87026,             0.61309,            0.025052,            0.029945,          6.0593e-05,             0.00703,             0.00703,             0.00703
                  32,            0.029238,            0.023901,           0.0001301,             0.89153,             0.84653,             0.87019,             0.61475,             0.02486,            0.030467,          4.6841e-05,            0.006931,            0.006931,            0.006931
                  33,            0.029203,             0.02389,          0.00013931,             0.89245,             0.84696,             0.86891,             0.61755,            0.024551,            0.029954,          0.00012023,            0.006832,            0.006832,            0.006832
                  34,            0.029669,            0.024347,          0.00011962,             0.89586,             0.85079,             0.87152,             0.61484,            0.024544,            0.030099,          5.2726e-05,            0.006733,            0.006733,            0.006733
                  35,            0.029348,            0.023891,           0.0001332,             0.89638,             0.85889,             0.87757,              0.6211,            0.024674,            0.030226,           6.207e-05,            0.006634,            0.006634,            0.006634
                  36,            0.029265,            0.023795,          0.00012351,             0.89825,             0.85792,             0.87988,             0.62799,             0.02429,            0.029825,          5.8717e-05,            0.006535,            0.006535,            0.006535
                  37,            0.029164,            0.024084,          0.00011782,              0.8886,             0.85793,             0.87009,             0.61805,            0.024341,            0.030524,          5.5589e-05,            0.006436,            0.006436,            0.006436
                  38,            0.028921,             0.02366,          0.00011161,             0.88523,             0.85987,             0.87437,             0.62191,            0.024505,            0.030393,          0.00010028,            0.006337,            0.006337,            0.006337
                  39,            0.028837,            0.023308,          0.00011045,             0.88895,             0.85887,             0.87308,             0.62117,             0.02428,            0.030073,          5.5888e-05,            0.006238,            0.006238,            0.006238
                  40,            0.028859,            0.023718,          0.00012686,             0.88916,             0.86213,             0.87484,             0.62761,            0.024034,            0.029998,          5.3535e-05,            0.006139,            0.006139,            0.006139
                  41,            0.028661,            0.023757,          0.00010999,             0.88841,             0.85868,             0.87629,             0.62552,            0.024274,            0.030046,          6.4742e-05,             0.00604,             0.00604,             0.00604
                  42,            0.028632,            0.023134,          0.00011476,             0.88405,             0.85771,             0.86972,             0.61657,            0.024593,            0.029865,          5.5895e-05,            0.005941,            0.005941,            0.005941
                  43,            0.028703,            0.023608,          0.00011391,             0.88569,             0.85019,             0.86928,             0.62049,            0.024298,            0.030098,          6.0065e-05,            0.005842,            0.005842,            0.005842
                  44,            0.028761,            0.023588,           0.0001086,              0.8856,               0.858,             0.87063,             0.62322,            0.024217,            0.030045,          0.00010112,            0.005743,            0.005743,            0.005743
                  45,            0.028868,            0.023777,          0.00012619,             0.88177,             0.85677,             0.87273,             0.62196,            0.024534,            0.029909,          0.00020183,            0.005644,            0.005644,            0.005644
                  46,            0.028373,            0.023038,          0.00010987,             0.88263,             0.84915,             0.87062,             0.62919,            0.024437,             0.03063,          0.00017263,            0.005545,            0.005545,            0.005545
                  47,            0.028191,            0.023094,          9.7282e-05,             0.88121,                0.85,             0.86835,             0.62199,            0.024418,            0.030721,          0.00013432,            0.005446,            0.005446,            0.005446
                  48,            0.028419,            0.023239,          0.00010949,             0.88546,             0.84899,             0.86764,             0.62593,            0.024165,            0.030703,          4.9843e-05,            0.005347,            0.005347,            0.005347
                  49,            0.028345,            0.023525,          0.00010583,             0.87683,             0.83749,             0.86221,              0.6223,             0.02419,            0.031292,          0.00015436,            0.005248,            0.005248,            0.005248
                  50,             0.02798,            0.022836,          0.00010835,             0.87754,             0.84257,             0.86489,             0.62259,            0.024371,            0.030736,          0.00013674,            0.005149,            0.005149,            0.005149
                  51,            0.027767,            0.022845,          7.9555e-05,             0.87752,              0.8398,             0.86239,             0.62328,            0.024376,            0.031141,          0.00015097,             0.00505,             0.00505,             0.00505
                  52,            0.028198,            0.022875,          9.4444e-05,              0.8807,             0.84172,              0.8663,             0.63111,            0.024239,            0.031137,          0.00014291,            0.004951,            0.004951,            0.004951
                  53,            0.027702,            0.022802,          0.00011311,             0.88124,             0.84672,             0.86855,               0.633,            0.024232,            0.030735,          6.7665e-05,            0.004852,            0.004852,            0.004852
                  54,            0.027568,            0.022551,          8.9839e-05,             0.88441,             0.83909,              0.8626,             0.63361,            0.024216,            0.031371,          6.5759e-05,            0.004753,            0.004753,            0.004753
                  55,            0.027859,            0.022886,           8.796e-05,             0.87989,              0.8379,             0.86042,             0.63162,            0.024254,            0.031848,           0.0001358,            0.004654,            0.004654,            0.004654
                  56,            0.027672,            0.022494,          9.2694e-05,             0.88264,             0.83993,              0.8603,             0.62899,             0.02422,            0.031818,          6.1016e-05,            0.004555,            0.004555,            0.004555
                  57,            0.027641,            0.022557,          7.9984e-05,             0.88147,             0.84325,             0.86123,             0.62987,            0.024256,            0.031473,          5.2435e-05,            0.004456,            0.004456,            0.004456
                  58,            0.027453,            0.022437,          8.9234e-05,             0.88149,             0.84582,             0.86368,             0.62914,            0.024191,            0.031054,          7.6696e-05,            0.004357,            0.004357,            0.004357
                  59,            0.027366,            0.022542,          8.8296e-05,             0.88078,             0.84338,             0.86203,             0.63054,            0.024238,            0.031348,          9.1052e-05,            0.004258,            0.004258,            0.004258
                  60,            0.027346,            0.022128,          0.00011421,             0.88098,             0.84004,             0.86223,             0.63171,            0.024196,            0.031326,          0.00013979,            0.004159,            0.004159,            0.004159
                  61,            0.027031,            0.022465,          7.9908e-05,             0.88132,             0.84334,             0.86591,              0.6347,            0.024147,            0.030829,          0.00012913,             0.00406,             0.00406,             0.00406
                  62,             0.02702,            0.022374,          8.2445e-05,             0.88402,             0.84466,             0.86821,             0.63636,            0.024129,             0.03074,          0.00011212,            0.003961,            0.003961,            0.003961
                  63,            0.027187,            0.022083,          7.0298e-05,             0.88709,             0.84545,              0.8693,              0.6363,            0.024095,            0.030841,          0.00010839,            0.003862,            0.003862,            0.003862
                  64,             0.02674,            0.021651,           6.612e-05,             0.88868,             0.84592,             0.86941,             0.63804,            0.024012,            0.030966,          9.3629e-05,            0.003763,            0.003763,            0.003763
                  65,            0.026909,            0.021881,           7.582e-05,              0.8882,             0.84613,             0.86903,             0.63698,            0.023986,            0.031105,          6.5054e-05,            0.003664,            0.003664,            0.003664
                  66,            0.026843,            0.022034,          6.2175e-05,             0.88951,             0.84575,             0.86929,             0.63863,            0.023963,            0.031228,          6.3241e-05,            0.003565,            0.003565,            0.003565
                  67,            0.026954,            0.021799,          7.1388e-05,             0.88595,             0.84784,             0.86787,             0.63592,            0.023976,             0.03123,          7.1047e-05,            0.003466,            0.003466,            0.003466
                  68,            0.026414,            0.021621,           8.164e-05,             0.88433,             0.84737,             0.86666,             0.63515,             0.02399,            0.031272,          8.7917e-05,            0.003367,            0.003367,            0.003367
                  69,            0.026715,            0.021686,          6.7367e-05,             0.88579,             0.84546,             0.86604,             0.63474,            0.024037,            0.031295,          0.00011322,            0.003268,            0.003268,            0.003268
                  70,            0.026444,             0.02122,          6.7729e-05,             0.88428,             0.84556,             0.86573,             0.63402,            0.024037,            0.031257,          0.00012442,            0.003169,            0.003169,            0.003169
                  71,            0.026498,            0.021523,          6.2384e-05,             0.88683,             0.84308,             0.86611,             0.63479,            0.024005,             0.03138,          0.00012928,             0.00307,             0.00307,             0.00307
                  72,            0.026545,            0.021679,          6.0354e-05,             0.88448,             0.84507,             0.86593,             0.63434,            0.023998,            0.031439,          0.00013952,            0.002971,            0.002971,            0.002971
                  73,            0.026093,            0.021558,          5.8273e-05,             0.88295,             0.84521,              0.8661,             0.63397,            0.023992,            0.031449,          0.00014832,            0.002872,            0.002872,            0.002872
                  74,            0.026259,            0.021244,          5.1114e-05,               0.882,             0.84488,             0.86571,             0.63425,            0.023978,             0.03156,          0.00016303,            0.002773,            0.002773,            0.002773
                  75,            0.025833,            0.021006,          6.0139e-05,             0.88073,             0.84556,             0.86545,             0.63433,            0.023968,            0.031594,          0.00016477,            0.002674,            0.002674,            0.002674
                  76,            0.026225,            0.021762,          7.1792e-05,             0.88051,             0.84659,             0.86663,             0.63528,             0.02396,            0.031512,          0.00016876,            0.002575,            0.002575,            0.002575
                  77,            0.026039,            0.021502,          4.6453e-05,             0.88194,             0.84599,             0.86689,              0.6365,            0.023952,            0.031575,          0.00017071,            0.002476,            0.002476,            0.002476
                  78,            0.025765,            0.020898,          4.2243e-05,              0.8827,              0.8457,             0.86672,             0.63662,             0.02392,            0.031643,          0.00016738,            0.002377,            0.002377,            0.002377
                  79,            0.025982,            0.020943,          4.3534e-05,             0.88323,             0.84495,              0.8668,             0.63657,              0.0239,            0.031644,          0.00016862,            0.002278,            0.002278,            0.002278
                  80,            0.025925,            0.021314,           4.487e-05,             0.88381,             0.84581,             0.86692,             0.63665,            0.023865,             0.03165,          0.00015306,            0.002179,            0.002179,            0.002179
                  81,            0.026116,            0.021273,           4.583e-05,             0.88392,             0.84631,             0.86683,             0.63685,            0.023848,            0.031657,          0.00014246,             0.00208,             0.00208,             0.00208
                  82,            0.025623,             0.02055,          5.0072e-05,             0.88379,             0.84646,             0.86694,             0.63694,            0.023831,            0.031644,          0.00014625,            0.001981,            0.001981,            0.001981
                  83,            0.025255,            0.020595,          4.2132e-05,             0.88401,             0.84646,             0.86696,             0.63697,            0.023815,            0.031611,          0.00014106,            0.001882,            0.001882,            0.001882
                  84,            0.025298,            0.020554,          4.6214e-05,             0.88394,             0.84602,             0.86714,             0.63724,            0.023805,            0.031641,          0.00013746,            0.001783,            0.001783,            0.001783
                  85,            0.025551,            0.020886,          4.6108e-05,             0.88598,             0.84516,             0.86733,             0.63702,            0.023805,            0.031685,          0.00012949,            0.001684,            0.001684,            0.001684
                  86,             0.02515,            0.020283,          3.7831e-05,             0.88584,             0.84525,             0.86722,             0.63683,            0.023809,             0.03171,          0.00012231,            0.001585,            0.001585,            0.001585
                  87,            0.025152,            0.020988,          4.0255e-05,             0.88728,             0.84495,             0.86696,             0.63716,            0.023807,            0.031741,          0.00011975,            0.001486,            0.001486,            0.001486
                  88,            0.024912,             0.02052,          3.4624e-05,             0.88682,             0.84602,             0.86723,             0.63712,              0.0238,            0.031767,          0.00011397,            0.001387,            0.001387,            0.001387
                  89,            0.024603,            0.020068,          3.0583e-05,             0.88732,              0.8461,             0.86746,             0.63739,            0.023797,            0.031787,          0.00011003,            0.001288,            0.001288,            0.001288
                  90,            0.025092,            0.020655,           3.169e-05,              0.8864,             0.84678,             0.86707,             0.63781,            0.023787,            0.031783,          0.00010698,            0.001189,            0.001189,            0.001189
                  91,            0.024552,            0.019864,           3.035e-05,             0.88593,             0.84725,             0.86731,             0.63786,            0.023781,            0.031786,          0.00010542,             0.00109,             0.00109,             0.00109
                  92,            0.024931,            0.020285,          3.4474e-05,              0.8859,             0.84746,             0.86738,             0.63784,            0.023775,            0.031788,          0.00010431,            0.000991,            0.000991,            0.000991
                  93,            0.024461,            0.020037,          3.9172e-05,             0.88515,             0.84786,             0.86756,             0.63784,            0.023772,            0.031791,          0.00010393,            0.000892,            0.000892,            0.000892
                  94,             0.02388,            0.019655,          3.1919e-05,             0.88487,             0.84822,             0.86744,              0.6382,            0.023769,              0.0318,          0.00010361,            0.000793,            0.000793,            0.000793
                  95,            0.024647,            0.020043,          2.5677e-05,             0.88505,             0.84797,             0.86753,             0.63822,            0.023767,            0.031824,           0.0001034,            0.000694,            0.000694,            0.000694
                  96,            0.024191,            0.019682,          2.6968e-05,             0.88462,             0.84799,              0.8677,             0.63839,            0.023768,            0.031847,          0.00010359,            0.000595,            0.000595,            0.000595
                  97,            0.024187,             0.01978,          3.1105e-05,             0.88549,             0.84807,             0.86784,             0.63857,            0.023767,            0.031856,          0.00010305,            0.000496,            0.000496,            0.000496
                  98,            0.024105,            0.019664,          3.0531e-05,              0.8848,              0.8479,             0.86777,             0.63867,            0.023771,            0.031868,          0.00010345,            0.000397,            0.000397,            0.000397
                  99,            0.024163,             0.01974,          3.4913e-05,             0.88513,             0.84766,             0.86766,             0.63867,            0.023778,            0.031905,           0.0001032,            0.000298,            0.000298,            0.000298
