               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  64,            0.027386,            0.021622,          0.00034405,             0.85377,             0.82703,             0.85518,             0.56217,            0.044405,            0.035217,          0.00024479,            0.005842,            0.005842,            0.005842
                  65,            0.027206,              0.0188,          0.00027647,             0.86718,             0.79658,             0.83899,             0.56401,            0.045328,            0.036799,          0.00043154,            0.005776,            0.005776,            0.005776
                  66,            0.028226,            0.021271,          0.00029826,             0.83112,             0.78798,             0.81218,             0.53381,            0.046764,            0.040693,          0.00021352,             0.00571,             0.00571,             0.00571
                  67,            0.027764,            0.021249,          0.00038353,             0.86725,              0.8144,             0.82128,             0.52843,            0.047161,            0.035486,          0.00017807,            0.005644,            0.005644,            0.005644
                  68,            0.026351,            0.018306,          0.00033985,             0.87925,             0.79723,             0.83149,             0.54967,            0.046499,            0.037712,          0.00016731,            0.005578,            0.005578,            0.005578
                  69,            0.028551,            0.021909,          0.00030391,             0.83987,              0.7894,             0.81417,              0.5408,            0.046005,            0.036917,          0.00021722,            0.005512,            0.005512,            0.005512
                  70,            0.026701,            0.020701,          0.00025122,             0.87805,             0.82042,             0.84288,             0.54889,            0.044441,            0.035068,          0.00017181,            0.005446,            0.005446,            0.005446
                  71,            0.027912,            0.020629,          0.00032652,             0.88348,             0.79789,             0.84275,             0.54239,             0.04494,            0.037409,          0.00025496,             0.00538,             0.00538,             0.00538
                  72,            0.028046,            0.019801,          0.00022263,              0.8671,             0.81176,             0.84452,             0.55335,            0.045871,            0.036523,          0.00022199,            0.005314,            0.005314,            0.005314
                  73,            0.026459,            0.019531,          0.00028115,             0.86657,             0.80383,             0.83138,             0.54379,            0.046344,            0.036797,           0.0001599,            0.005248,            0.005248,            0.005248
                  74,            0.026652,             0.01975,          0.00020788,             0.85581,             0.79498,             0.81317,             0.53401,            0.047315,            0.037057,          0.00029195,            0.005182,            0.005182,            0.005182
                  75,            0.025434,            0.020076,          0.00024271,             0.87947,             0.82265,              0.8462,             0.55082,            0.046618,            0.034912,          0.00022395,            0.005116,            0.005116,            0.005116
                  76,            0.026933,            0.019698,          0.00019563,             0.89678,             0.81242,             0.84812,             0.55422,            0.046257,             0.03465,          0.00012293,             0.00505,             0.00505,             0.00505
                  77,            0.026031,            0.020498,          0.00017106,             0.82266,             0.78666,             0.80657,             0.53294,            0.047313,            0.037468,            0.000177,            0.004984,            0.004984,            0.004984
                  78,            0.026501,            0.021611,          0.00022927,             0.83161,             0.79128,             0.80933,             0.54622,            0.047246,            0.040857,          0.00012616,            0.004918,            0.004918,            0.004918
                  79,            0.025762,            0.019087,          0.00025649,             0.89815,              0.7959,             0.83369,             0.55525,            0.045903,             0.03801,          0.00014313,            0.004852,            0.004852,            0.004852
                  80,            0.025439,            0.019133,          0.00024907,             0.89232,             0.81176,             0.86105,             0.56319,            0.045504,            0.035333,          0.00046754,            0.004786,            0.004786,            0.004786
                  81,            0.025785,            0.019123,          0.00025073,             0.86799,             0.82034,             0.86064,             0.56826,            0.045126,            0.036886,          0.00022954,             0.00472,             0.00472,             0.00472
                  82,            0.026019,            0.019898,            0.000206,               0.885,             0.76051,             0.82567,             0.55123,            0.045949,            0.039322,          0.00042525,            0.004654,            0.004654,            0.004654
                  83,            0.027742,            0.023806,          0.00023315,             0.89668,             0.75425,             0.82615,             0.56293,            0.044475,            0.045617,           0.0001389,            0.004588,            0.004588,            0.004588
                  84,            0.026736,            0.019015,          0.00015513,             0.84796,             0.80185,             0.83058,             0.55481,            0.044975,            0.040348,          0.00011609,            0.004522,            0.004522,            0.004522
                  85,            0.024509,            0.019022,          0.00023834,             0.84967,             0.78761,             0.81797,             0.54593,            0.047052,            0.039262,          0.00011629,            0.004456,            0.004456,            0.004456
                  86,            0.026433,            0.018694,          0.00041913,             0.86477,             0.79458,             0.84224,             0.56254,            0.046257,             0.03729,          0.00017158,             0.00439,             0.00439,             0.00439
                  87,            0.024221,            0.019158,          0.00024894,             0.87529,             0.78092,             0.81425,             0.54144,            0.046275,            0.037992,          0.00014291,            0.004324,            0.004324,            0.004324
                  88,            0.024871,            0.018672,          0.00017909,             0.85855,             0.83355,             0.84813,             0.56961,            0.045073,            0.037205,          0.00015855,            0.004258,            0.004258,            0.004258
                  89,            0.025831,            0.019538,          0.00016978,             0.85887,              0.7959,             0.81948,             0.55208,            0.046963,            0.039092,          0.00011928,            0.004192,            0.004192,            0.004192
                  90,            0.025908,             0.01949,          0.00020924,             0.85113,             0.79723,             0.83507,              0.5666,            0.046395,            0.040534,          0.00012481,            0.004126,            0.004126,            0.004126
                  91,            0.026136,            0.020017,          0.00025723,              0.8746,             0.77379,             0.83017,             0.55639,            0.046839,            0.040761,          0.00013176,             0.00406,             0.00406,             0.00406
                  92,            0.024907,            0.019767,          0.00022305,             0.88919,             0.76432,             0.82357,             0.55276,            0.047083,            0.041256,           0.0001182,            0.003994,            0.003994,            0.003994
                  93,            0.024004,            0.017633,          0.00023139,             0.87226,             0.78576,             0.83121,             0.55907,            0.045983,            0.041392,          0.00016358,            0.003928,            0.003928,            0.003928
                  94,            0.024391,            0.018236,          0.00020293,             0.84714,             0.79392,             0.82356,             0.55323,            0.046557,            0.040018,          0.00011251,            0.003862,            0.003862,            0.003862
                  95,             0.02375,            0.018264,          0.00014247,             0.86589,             0.80251,             0.83006,             0.54651,            0.046925,             0.03791,          0.00010659,            0.003796,            0.003796,            0.003796
                  96,            0.024934,            0.019763,          0.00024695,             0.86549,              0.7893,             0.82594,             0.54725,            0.046897,            0.041158,          0.00012076,             0.00373,             0.00373,             0.00373
                  97,            0.023246,            0.017393,          0.00016745,             0.86068,              0.7893,             0.82011,             0.55312,            0.046757,            0.040396,          9.1234e-05,            0.003664,            0.003664,            0.003664
                  98,            0.023356,            0.017228,          0.00048899,             0.89303,             0.78798,             0.82892,             0.55608,            0.046677,            0.039407,          0.00010357,            0.003598,            0.003598,            0.003598
                  99,            0.023921,            0.019231,          0.00022693,             0.87548,             0.78397,              0.8295,             0.56191,            0.046258,            0.041385,          8.9933e-05,            0.003532,            0.003532,            0.003532
                 100,            0.023984,            0.017785,          0.00023408,             0.88425,             0.75694,             0.81368,             0.54632,            0.048159,            0.041463,          0.00010019,            0.003466,            0.003466,            0.003466
                 101,            0.024206,            0.018003,          0.00032696,             0.87986,             0.79194,             0.83256,             0.55316,            0.047352,            0.037699,           8.834e-05,              0.0034,              0.0034,              0.0034
                 102,            0.024126,            0.018058,          0.00029143,             0.87558,             0.80383,             0.83732,              0.5617,            0.046648,            0.038126,          9.1864e-05,            0.003334,            0.003334,            0.003334
                 103,            0.023923,            0.017564,          0.00014964,             0.82239,             0.80235,             0.81889,             0.55565,            0.047994,            0.039155,          0.00020296,            0.003268,            0.003268,            0.003268
                 104,            0.023595,            0.018313,          0.00015703,             0.86537,             0.80524,             0.83489,              0.5598,            0.047313,            0.039245,          0.00017727,            0.003202,            0.003202,            0.003202
                 105,            0.022281,            0.018358,          0.00018737,             0.85986,             0.81317,             0.83819,             0.56463,            0.046601,            0.040204,          0.00023031,            0.003136,            0.003136,            0.003136
                 106,            0.023219,            0.018284,          0.00013726,             0.86567,             0.78005,             0.82411,             0.55445,            0.046789,            0.040601,          0.00015884,             0.00307,             0.00307,             0.00307
                 107,            0.022841,            0.017043,          0.00017431,             0.84281,             0.81506,             0.83427,             0.56959,            0.045703,            0.039367,          0.00010182,            0.003004,            0.003004,            0.003004
                 108,             0.02224,            0.018265,          0.00016145,             0.85341,             0.79579,             0.83492,             0.56113,            0.045867,            0.040479,          8.0626e-05,            0.002938,            0.002938,            0.002938
                 109,            0.023266,            0.019216,          0.00042753,             0.89815,             0.77135,             0.82581,             0.55806,            0.046616,            0.040744,          0.00013725,            0.002872,            0.002872,            0.002872
                 110,            0.023649,            0.019089,           0.0001572,             0.85968,             0.78996,             0.81861,             0.55298,            0.047003,             0.03943,          0.00013151,            0.002806,            0.002806,            0.002806
                 111,            0.023626,            0.018007,          0.00012283,             0.87163,              0.7642,             0.81453,             0.55407,            0.046604,            0.042715,          9.5673e-05,             0.00274,             0.00274,             0.00274
                 112,            0.022628,            0.018117,          0.00011294,             0.85174,             0.80185,             0.81428,             0.55359,            0.046347,            0.039829,          7.8922e-05,            0.002674,            0.002674,            0.002674
                 113,            0.023094,            0.017001,          0.00011658,             0.85392,             0.80978,             0.83623,             0.57091,            0.044764,            0.041182,          6.2848e-05,            0.002608,            0.002608,            0.002608
                 114,            0.022958,            0.017306,          0.00011778,              0.8665,             0.82081,             0.84479,             0.56631,             0.04477,            0.039328,          7.8636e-05,            0.002542,            0.002542,            0.002542
                 115,             0.02428,            0.019708,          0.00010824,             0.87607,             0.80581,             0.84525,             0.57078,            0.045682,            0.039309,          0.00010385,            0.002476,            0.002476,            0.002476
                 116,            0.023526,            0.017502,          9.0533e-05,             0.87276,             0.79585,             0.83335,             0.56565,            0.046207,            0.039067,          0.00014455,             0.00241,             0.00241,             0.00241
                 117,            0.022635,            0.016924,          0.00010658,             0.88578,              0.7714,             0.82624,             0.55931,            0.046793,            0.039879,           9.445e-05,            0.002344,            0.002344,            0.002344
                 118,            0.022652,            0.018454,          0.00012106,             0.86009,             0.77873,             0.81515,             0.55952,            0.046865,            0.039048,          7.5871e-05,            0.002278,            0.002278,            0.002278
                 119,            0.022755,            0.017335,          8.9245e-05,             0.87329,             0.78709,             0.82393,             0.56282,            0.046776,            0.039116,          5.6841e-05,            0.002212,            0.002212,            0.002212
                 120,            0.023693,            0.018685,          0.00015098,             0.86658,             0.79723,             0.82501,              0.5671,            0.046132,            0.039293,          5.9289e-05,            0.002146,            0.002146,            0.002146
                 121,             0.02206,            0.017782,          0.00012229,             0.86978,             0.79392,              0.8221,             0.55996,            0.047014,             0.03935,          7.3183e-05,             0.00208,             0.00208,             0.00208
                 122,            0.023015,            0.017748,          0.00010197,             0.88331,             0.78336,             0.81929,             0.56103,            0.046802,            0.039787,          8.7042e-05,            0.002014,            0.002014,            0.002014
                 123,            0.021997,            0.017766,          0.00023986,             0.85952,             0.79458,             0.82477,             0.56239,            0.046047,            0.040265,          6.9262e-05,            0.001948,            0.001948,            0.001948
                 124,            0.021524,            0.016783,           0.0001838,             0.83437,             0.79893,             0.81866,             0.55891,            0.046378,            0.041096,          9.8857e-05,            0.001882,            0.001882,            0.001882
                 125,            0.023094,            0.017811,          0.00012774,              0.8461,             0.80997,             0.82632,             0.57168,            0.046066,            0.041672,          6.9061e-05,            0.001816,            0.001816,            0.001816
                 126,            0.022639,             0.02011,          0.00017581,             0.88034,              0.8066,             0.84304,             0.57267,            0.045453,            0.040162,          6.2331e-05,             0.00175,             0.00175,             0.00175
                 127,             0.02111,            0.016798,          9.6672e-05,             0.86353,             0.79723,             0.82819,             0.55912,            0.046187,            0.040579,          9.2577e-05,            0.001684,            0.001684,            0.001684
                 128,            0.021968,            0.016919,          0.00017198,              0.8809,             0.80672,             0.83577,             0.56848,            0.045844,            0.039893,           9.985e-05,            0.001618,            0.001618,            0.001618
                 129,            0.020125,            0.014895,          9.6935e-05,             0.86066,             0.80307,             0.83951,             0.56719,            0.046117,            0.040389,          0.00011825,            0.001552,            0.001552,            0.001552
                 130,            0.022033,            0.016878,          8.4242e-05,             0.86924,             0.80766,             0.84189,             0.57511,            0.045703,            0.039464,            7.71e-05,            0.001486,            0.001486,            0.001486
                 131,            0.021904,            0.017058,          0.00054392,              0.8806,             0.81741,             0.84503,             0.57768,            0.045191,            0.038794,          6.2221e-05,             0.00142,             0.00142,             0.00142
                 132,            0.022415,            0.019263,           0.0001151,             0.89499,             0.80978,             0.85054,             0.57816,             0.04495,            0.038773,          0.00011823,            0.001354,            0.001354,            0.001354
                 133,            0.021844,            0.017875,          9.2149e-05,             0.87342,              0.8144,              0.8515,             0.58375,            0.044917,            0.039531,          8.1336e-05,            0.001288,            0.001288,            0.001288
                 134,            0.021579,            0.017513,          0.00012515,             0.88544,             0.81836,             0.85094,             0.58342,            0.045027,            0.039993,          4.8529e-05,            0.001222,            0.001222,            0.001222
                 135,            0.022526,            0.016991,          8.3289e-05,             0.89111,              0.8144,             0.84611,             0.58338,            0.045126,            0.039647,           4.607e-05,            0.001156,            0.001156,            0.001156
                 136,            0.021683,            0.016872,          0.00010306,             0.89697,             0.80251,             0.84314,             0.58293,            0.044861,            0.040053,          5.5005e-05,             0.00109,             0.00109,             0.00109
                 137,            0.023635,            0.018188,          0.00011268,             0.90263,             0.79657,             0.83978,             0.57821,            0.045327,            0.039973,          0.00010453,            0.001024,            0.001024,            0.001024
                 138,            0.021274,            0.016886,          0.00011749,             0.87406,             0.80978,             0.83577,             0.57673,            0.045315,            0.040023,          0.00014152,            0.000958,            0.000958,            0.000958
                 139,            0.021154,            0.015547,          8.4628e-05,             0.87595,             0.80515,             0.83916,             0.57886,            0.045203,            0.039965,          9.6145e-05,            0.000892,            0.000892,            0.000892
                 140,            0.023355,            0.020063,          0.00014635,             0.87262,             0.79789,             0.82965,             0.57256,            0.045638,            0.040218,          0.00013563,            0.000826,            0.000826,            0.000826
                 141,            0.020627,            0.016803,          0.00042146,             0.86475,             0.80515,             0.83782,             0.57553,            0.045014,            0.040075,          9.4666e-05,             0.00076,             0.00076,             0.00076
                 142,            0.020957,            0.016228,          8.1915e-05,             0.89058,             0.81099,             0.84607,             0.58674,            0.044688,            0.039756,          0.00010284,            0.000694,            0.000694,            0.000694
                 143,            0.022147,            0.015994,          0.00011683,             0.89236,             0.79855,             0.83737,             0.58225,            0.045219,            0.040185,          5.7294e-05,            0.000628,            0.000628,            0.000628
                 144,            0.020909,            0.016908,          0.00017431,             0.86938,             0.80174,             0.83106,             0.57271,            0.045681,            0.039929,          8.6919e-05,            0.000562,            0.000562,            0.000562
                 145,            0.021506,            0.017766,          9.4873e-05,             0.88447,             0.79345,             0.83342,             0.57386,            0.045456,            0.040026,          6.7874e-05,            0.000496,            0.000496,            0.000496
                 146,            0.022276,            0.018124,          0.00010869,             0.88223,             0.79458,             0.83695,             0.57634,            0.045239,            0.040171,          6.4317e-05,             0.00043,             0.00043,             0.00043
                 147,            0.022967,            0.018494,          0.00020585,             0.88818,             0.79194,             0.83562,             0.58153,            0.045157,            0.039907,          0.00010979,            0.000364,            0.000364,            0.000364
                 148,            0.021717,            0.017703,          0.00010063,             0.87086,             0.80771,             0.83848,             0.58432,            0.045089,             0.03998,          8.4245e-05,            0.000298,            0.000298,            0.000298
                 149,            0.022031,            0.018376,          0.00014006,             0.87136,             0.81299,             0.83802,             0.58178,            0.045109,            0.039997,          6.5864e-05,            0.000232,            0.000232,            0.000232
